order_id,order_date,region,product_category,sales_rep,customer_segment,units_sold,unit_price,discount_pct,satisfaction_score,revenue
S-100270,2024-04-27,Central,Electronics,john lee,SMB,87.0,$201.08,5%,4.4,16619.26
S-100271,2024-01-10,West ,electronics,Aisha Karimova,retail ,114.0,$300.84,0%,4.25,34295.76
S-100272,2024-03-01,,Office Supplies,john lee,SMB,487.0,"1,950",20%,4.53,759720.0
S-100273,2025-01-18,EAST,electronics,Lena Park,Enterprise,51.0,$139.27,10%,3.92,6392.49
S-100274,2024-06-16,West ,Industrial,Lena Park,retail ,84.0,$407.99,0%,3.59,34271.16
S-100275,2024-07-11, south,Electronics,Lena Park,SMB ,32.0,$158.66,15 %,4.61,2861480.548477391
S-100276,2024-07-05,Central,Industrial,SAM PATEL,retail ,95.0,$337.42,5%,3.8,30452.16
S-100277,2024-11-09, south,Industrial,SAM PATEL,Retail,73.0,$45.00 ,5%,4.2,3120.75
S-100278,2024-01-26,West ,Industrial,Maria Gomez ,SMB ,53.0,$204.29,10%,3.25,9744.63
S-100279,2024-02-03, south,electronics,Lena Park,Government,75.0,$236.19,0%,3.79,17714.25
S-100280,2024-04-20,EAST,electronics,Maria Gomez ,SMB,33.0,$129.41,10%,4.66,3843.48
S-100281,2024-07-13,West ,electronics,john lee,Government,75.0,$238.83,20%,3.71,14329.8
S-100282,2024-09-25,EAST,Home Goods,SAM PATEL,SMB,57.0,$147.97,20%,4.55,6747.43
S-100283,2024-07-15,Central,Electronics,Maria Gomez ,SMB,39.0,$206.39,5%,2.82,7646.75
S-100284,2024-06-25,EAST,Industrial,Aisha Karimova,Government,117.0,$318.65,10%,3.79,33553.84
S-100285,2025-01-10,West ,electronics,Maria Gomez ,Government,8.0,$261.61,5%,4.01,1988.24
S-100286,2024-03-05, south,Home Goods,john lee,retail ,91.0,$114.02,10%,5.06,3877020.813255135
S-100287,2024-08-16, south,Office Supplies,Lena Park,Enterprise,25.0,$312.38,5%,3.46,7419.02
S-100288,2024-08-04,EAST,Electronics,john lee,SMB,27.0,$239.40,10%,4.47,5817.42
S-100289,2024-07-08,North,Office Supplies,Lena Park,Retail,19.0,$193.91,0%,4.68,3684.29
S-100290,2024-11-19,North,Office Supplies,Maria Gomez ,,13.0,$303.47,20%,3.7,3156.09
S-100291,2024-04-16,West ,Office Supplies,SAM PATEL,SMB,15.0,$225.79,20%,,2709.48
S-100292,2025-01-16,West , furniture,Aisha Karimova,Enterprise,100.0,$140.92,5%,4.18,13387.4
S-100293,2024-05-12,West , furniture,Lena Park,Enterprise,111.0,$397.06,15 %,3.29,37462.61
S-100294,2024-08-06,North,Office Supplies,Maria Gomez ,SMB,,$238.53,0%,,0.0
S-100295,2024-07-27, south,Office Supplies,john lee,retail ,2.0,$233.08,15 %,4.8,396.24
S-100296,2024-12-05,North,,john lee,,103.0,$205.57,5%,4.39,20115.02
S-100297,2024-06-24,Central,Electronics,john lee,Enterprise,72.0,$340.30,0%,4.01,24501.6
S-100298,2024-04-23,Central, furniture,john lee,Enterprise,62.0,$195.39,10%,,10902.76
S-100299,2024-01-09, south, furniture,SAM PATEL,SMB,113.0,$108.68,10%,4.42,11052.76
S-100300,2024-05-25,West ,electronics,Lena Park,retail ,301.0,$182.31,10%,4.52,49387.78
S-100301,2024-11-26,North,Office Supplies,SAM PATEL,Retail,43.0,$352.78,10%,3.79,13652.59
S-100302,2024-01-04, south,electronics,Maria Gomez ,SMB,93.0,$310.73,0%,4.94,28897.89
S-100303,2024-12-24,North,Industrial,Maria Gomez ,Retail,63.0,$218.32,0%,4.82,13754.16
S-100304,2024-08-05, south, furniture,Lena Park,Enterprise,86.0,$356.73,10%,4.47,27610.9
S-100305,2024-02-26,West ,Home Goods,Lena Park,Government,83.0,$303.58,10%,3.64,22677.43
S-100306,2024-04-30,Central,Electronics,john lee,retail ,100.0,$217.34,0%,3.54,21734.0
S-100307,2024-08-09,North, furniture,Lena Park,SMB,,$225.90,5%,3.92,0.0
S-100308,2024-05-06,EAST,Office Supplies,Maria Gomez ,Enterprise,9.0,$267.99,10%,4.13,2170.72
S-100309,2024-02-13,West ,Electronics,Lena Park,Retail,57.0,$169.29,10%,3.13,8684.58
S-100310,2024-09-23,Central,electronics,,SMB ,78.0,$240.38,15 %,4.37,15937.19
S-100311,2024-09-25,West ,Home Goods,SAM PATEL,SMB,,$266.22,5%,4.81,0.0
S-100312,2024-02-17, south,Home Goods,Aisha Karimova,Retail,32.0,$96.61,10%,4.42,2782.37
S-100313,2024-04-22,West ,Office Supplies,SAM PATEL,Retail,89.0,$223.91,10%,3.73,17935.19
S-100314,2024-04-07, south,electronics,Aisha Karimova,SMB ,100.0,$214.24,5%,3.66,20352.8
S-100315,2024-09-20,,Office Supplies,Lena Park,retail ,97.0,$327.39,0%,4.26,31756.83
S-100316,2024-10-19, south,Electronics,john lee,Enterprise,97.0,$83.22,0%,4.02,8072.34
S-100317,2024-10-17,West ,Electronics,SAM PATEL,Retail,118.0,$207.57,20%,4.34,19594.61
S-100318,2025-01-10,North,electronics,Lena Park,Retail,79.0,$199.05,5%,4.43,14938.7
S-100319,2024-11-03, south,,Aisha Karimova,Government,45.0,$321.61,10%,4.7,13025.21
S-100320,2024-05-08,Central,Electronics,Maria Gomez ,Retail,52.0,$236.30,10%,3.48,11058.84
S-100321,2024-02-13,West ,electronics,SAM PATEL,Retail,,$392.67,5%,4.22,0.0
S-100322,2024-09-02,EAST,Home Goods,Maria Gomez ,SMB,29.0,$296.29,20%,3.9,6873.93
S-100323,2025-01-01,Central,Industrial,Aisha Karimova,Government,72.0,$205.13,15 %,4.05,12553.96
S-100324,2025-01-25,Central,electronics,Aisha Karimova,SMB,69.0,$260.37,0%,4.58,17965.53
S-100325,2024-04-02, south,electronics,Maria Gomez ,Retail,80.0,$209.90,15 %,4.64,14273.2
S-100326,2024-04-04,EAST,Home Goods,SAM PATEL,,51.0,$313.05,10%,4.87,14369.0
S-100327,2024-01-15,EAST,Industrial,Maria Gomez ,Enterprise,89.0,$126.76,5%,4.33,10717.56
S-100328,2024-02-26,West ,Electronics,Aisha Karimova,Government,9.0,$169.99,15 %,4.04,1300.42
S-100329,2024-08-09, south,Industrial,Maria Gomez ,Government,90.0,$278.73,10%,3.96,22577.13
S-100330,2024-08-06, south,Electronics,john lee,Enterprise,97.0,$45.00 ,5%,3.15,4146.75
S-100331,,Central,Industrial,john lee,SMB,106.0,$52.83,,4.84,5599.98
S-100332,2024-05-03,Central,Electronics,SAM PATEL,SMB,110.0,$356.83,10%,3.92,35326.17
S-100333,2024-11-27,Central,Electronics,john lee,Enterprise,42.0,$228.09,10%,4.38,8621.8
S-100334,2024-07-03,,Electronics,Maria Gomez ,Enterprise,6.0,$79.87,0%,4.47,2334970.5348550994
S-100335,2024-11-19,West ,Office Supplies,Lena Park,SMB ,78.0,$-15.15,5%,3.42,-1122.62
S-100336,2025-01-20,Central, furniture,Maria Gomez ,Enterprise,11.0,$110.00,5%,3.59,
S-100337,2024-05-06,Central,Electronics,SAM PATEL,retail ,34.0,$238.33,10%,4.95,7292.9
S-100338,2024-03-22,EAST,Office Supplies,Aisha Karimova,SMB,84.0,$234.40,10%,4.26,17720.64
S-100339,2025-01-16,EAST,Office Supplies,Aisha Karimova,Enterprise,71.0,$293.82,15 %,3.78,17732.04
S-100340,2024-09-10, south,Home Goods,Aisha Karimova,SMB,73.0,$193.29,5%,4.03,13404.66
S-100341,2024-04-26,West ,Industrial,Lena Park,Government,90.0,$145.82,15 %,4.7,11155.23
S-100342,2024-09-05, south,electronics,Lena Park,Enterprise,20.0,$204.89,15 %,4.61,3483.13
S-100343,2024-07-25, south,Electronics,Aisha Karimova,Retail,95.0,$242.86,15 %,3.29,19610.94
S-100344,2024-12-28,EAST, furniture,john lee,Enterprise,70.0,$259.62,15 %,5.0,15447.39
S-100345,2024-04-12, south,Industrial,john lee,Enterprise,50.0,$172.92,20%,4.63,6916.8
S-100346,2025-01-31,North,Electronics,SAM PATEL,SMB ,56.0,$316.62,0%,4.02,17730.72
S-100347,2025-01-09,Central,Office Supplies,SAM PATEL,SMB,61.0,$187.18,15 %,3.44,9705.28
S-100348,2024-03-13,Central,Industrial,SAM PATEL,Enterprise,66.0,$166.07,,4.68,10960.62
S-100349,2024-03-06,North,Industrial,Lena Park,SMB,40.0,$193.90,10%,4.36,6980.4
S-100350,2024-08-01,North,Office Supplies,john lee,SMB,27.0,$331.36,5%,3.3,8499.38
S-100351,2024-01-18, south,Home Goods,SAM PATEL,Retail,21.0,$228.71,,3.97,4802.91
S-100352,2024-04-29,Central,Office Supplies,Maria Gomez ,Government,41.0,$180.97,0%,5.82,
S-100353,2024-06-23,Central,Home Goods,john lee,SMB ,32.0,$318.72,5%,4.11,9689.09
S-100354,2025-01-22,North,Electronics,Lena Park,SMB,,$422.13,0%,3.69,0.0
S-100355,2025-01-31,Central,Electronics,Aisha Karimova,SMB,109.0,$257.82,10%,3.55,25292.14
S-100356,2024-03-01,North,electronics,SAM PATEL,Retail,13.0,$344.88,5%,5.07,4259.27
S-100357,2024-12-22, south, furniture,SAM PATEL,Enterprise,37.0,$328.07,10%,4.57,10924.73
S-100358,2024-02-06,,Home Goods,Lena Park,SMB,6.0,$188.52,20%,4.87,904.9
S-100359,2024-10-26,North, furniture,Maria Gomez ,Enterprise,116.0,$242.26,10%,4.24,25291.94
S-100360,2024-12-04,North,Industrial,john lee,Retail,84.0,$130.98,10%,4.79,9902.09
S-100361,2024-12-22,EAST,Home Goods,Lena Park,Enterprise,29.0,$222.58,20%,3.63,5163.86
S-100362,2024-03-30,West ,Office Supplies,Lena Park,retail ,50.0,$186.77,15 %,4.19,7937.72
S-100363,2024-12-23,Central,Home Goods,Maria Gomez ,Enterprise,87.0,$205.75,5%,4.26,17005.24
S-100364,2024-02-16,, furniture,Lena Park,Enterprise,114.0,$176.26,0%,4.86,20093.64
S-100365,2024-07-26,North,Office Supplies,john lee,Retail,69.0,$215.60,10%,4.28,13388.76
S-100366,2024-07-06,North,Electronics,SAM PATEL,SMB,33.0,$285.24,20%,3.76,7530.34
S-100367,2024-05-06,Central,Industrial,Lena Park,Government,83.0,$229.84,10%,4.14,17169.05
S-100368,2024-01-09, south,Industrial,john lee,Enterprise,82.0,$81.53,5%,3.18,6351.19
S-100369,2024-11-04,Central,Industrial,Maria Gomez ,Retail,77.0,$176.58,15 %,2.82,11557.16
S-100370,2024-05-14,West ,Industrial,Lena Park,SMB,6.0,$110.85,10%,4.56,598.59
S-100371,2024-09-21,North,Industrial,Lena Park,retail ,85.0,$260.75,10%,3.89,19947.38
S-100372,2024-06-13,Central, furniture,Lena Park,Enterprise,3.0,$282.78,20%,3.96,678.67
S-100373,2024-05-29,North,Industrial,john lee,Enterprise,108.0,$261.81,15 %,4.56,24034.16
S-100374,2024-12-20,EAST,electronics,,Retail,105.0,$173.07,10%,4.87,16355.12
S-100375,2024-02-07,EAST,Office Supplies,Aisha Karimova,Enterprise,68.0,$260.98,10%,4.39,15971.98
S-100376,2024-10-21,EAST,electronics,Maria Gomez ,Government,77.0,$200.04,10%,5.16,13862.77
S-100377,2024-10-25,West , furniture,Maria Gomez ,Government,9.0,$143.25,10%,4.38,1160.32
S-100378,2024-05-31,West , furniture,Lena Park,Retail,105.0,$303.06,10%,4.27,28639.17
S-100379,2024-04-14,, furniture,Lena Park,retail ,33.0,$309.53,15 %,4.23,8682.32
S-100380,2024-01-03,,Electronics,SAM PATEL,SMB,32.0,$320.66,10%,3.39,9235.01
S-100381,2025-01-09,EAST,Office Supplies,SAM PATEL,Retail,85.0,$188.29,10%,4.63,14404.18
S-100382,2025-01-14,North,Industrial,Maria Gomez ,SMB,112.0,$340.25,0%,2.75,38108.0
S-100383,2024-04-06,West ,electronics,Maria Gomez ,Retail,59.0,$198.05,15 %,3.78,9932.21
S-100384,2024-01-13,,Office Supplies,Maria Gomez ,Retail,61.0,$295.55,10%,4.11,16225.7
S-100385,2024-02-19, south,Office Supplies,Aisha Karimova,Enterprise,66.0,$196.57,5%,3.67,12324.94
S-100386,2024-01-28,EAST,Office Supplies,Maria Gomez ,retail ,35.0,$220.96,5%,3.85,7346.92
S-100387,2024-11-28,EAST, furniture,Lena Park,Enterprise,71.0,$34.20,5%,5.11,2306.79
S-100388,2024-12-22,North,Industrial,SAM PATEL,Retail,115.0,$214.34,,4.71,24649.1
S-100389,2024-03-02,West ,Electronics,Lena Park,Enterprise,,$247.74,20%,3.72,0.0
S-100390,2024-10-25, south,Home Goods,Maria Gomez ,SMB,92.0,$205.15,10%,3.84,16986.42
S-100391,2024-03-12,Central,Home Goods,Maria Gomez ,Government,93.0,"$1,299.99",5%,3.4,114854.12
S-100392,2024-05-26,Central,electronics,Aisha Karimova,Government,102.0,$141.19,15 %,4.49,12241.17
S-100393,2024-08-27,Central,Industrial,john lee,SMB,87.0,$192.10,10%,3.96,15041.43
S-100394,2024-10-14,EAST, furniture,Maria Gomez ,Enterprise,110.0,$163.09,,3.02,17939.9
S-100395,2024-12-15, south,Industrial,john lee,Retail,86.0,$192.08,0%,4.16,16518.88
S-100396,2024-01-18,West ,Home Goods,Aisha Karimova,Enterprise,,$327.67,0%,4.34,0.0
S-100397,2024-03-19,Central,Home Goods,SAM PATEL,Retail,86.0,$365.63,10%,4.63,28299.76
S-100398,2024-04-22,EAST,Home Goods,Maria Gomez ,SMB,, 85 ,5%,4.06,0.0
S-100399,2024-05-04,Central,Industrial,Maria Gomez ,Retail,106.0,$178.54,10%,3.9,17032.72
S-100400,2025-02-03,North,,john lee,Government,118.0,$141.64,15 %,5.19,14206.49
S-100401,2024-11-06,Central,Office Supplies,Maria Gomez ,SMB,71.0,$351.03,0%,4.1,24923.13
S-100402,2024-05-08,North,Home Goods,Maria Gomez ,Enterprise,85.0,$335.29,5%,4.5,27074.67
S-100403,2025-01-23,North,Home Goods,Maria Gomez ,SMB,116.0,$230.99,10%,3.8,24115.36
S-100404,2024-07-18,EAST,Office Supplies,SAM PATEL,retail ,46.0,$121.33,20%,4.48,4464.94
S-100405,2024-07-19,North,Industrial,Aisha Karimova,Retail,15.0,$128.93,10%,3.3,1740.56
S-100406,2024-06-22,North,Office Supplies,Lena Park,SMB ,106.0,$254.50,5%,3.85,25628.15
S-100407,2024-02-27,North,electronics,Aisha Karimova,Government,76.0,$286.69,10%,3.44,19609.6
S-100408,2025-01-08,EAST,Electronics,Maria Gomez ,Retail,51.0,$64.38,10%,3.77,2955.04
S-100409,2024-01-06,Central, furniture,john lee,Government,86.0,$212.69,15 %,4.79,15547.64
S-100410,2024-03-10,North,Industrial,Maria Gomez ,SMB,4.0,$377.56,10%,3.76,1359.22
S-100411,2024-04-01,West ,Office Supplies,john lee,Retail,57.0,$221.51,5%,4.5,11994.77
S-100412,2024-04-21,Central,Office Supplies,Lena Park,SMB,32.0,$366.62,15 %,4.93,9972.06
S-100413,2024-02-22,North, furniture,Maria Gomez ,Retail,35.0,$295.17,10%,4.08,9297.86
S-100414,2024-01-08,North,Office Supplies,SAM PATEL,Retail,116.0,$147.84,0%,4.65,17149.44
S-100415,2024-09-28,Central,Home Goods,john lee,Enterprise,66.0,$215.12,10%,4.39,12778.13
S-100416,2025-01-22,Central,Industrial,Aisha Karimova,retail ,17.0,$229.06,20%,4.16,3115.22
S-100417,2024-02-18,EAST,Electronics,Maria Gomez ,Government,44.0,$159.04,15 %,4.51,5948.1
S-100418,2024-04-28,Central,electronics,Maria Gomez ,Enterprise,29.0,$157.56,5%,5.11,4340.78
S-100419,2024-07-21,North,Office Supplies,Maria Gomez ,Government,109.0,$368.08,15 %,3.75,34102.61
S-100420,2025-01-06, south,electronics,,Enterprise,35.0,$156.92,5%,3.57,5217.59
S-100421,2024-10-04,West ,Office Supplies,SAM PATEL,Government,43.0,$331.67,10%,3.54,12835.63
S-100422,2024-11-02, south,Office Supplies,,SMB,40.0,$202.90,10%,4.65,7304.4
S-100423,2024-08-20,West ,Office Supplies,john lee,SMB,21.0,$237.82,5%,4.72,4744.51
S-100424,2024-06-15,EAST,electronics,Lena Park,SMB,93.0,$287.76,5%,3.8,25423.6
S-100425,2024-03-20,West ,Office Supplies,Maria Gomez ,SMB ,69.0,$189.12,20%,2.93,10439.42
S-100426,2024-12-11,EAST,Office Supplies,SAM PATEL,Retail,53.0,$288.27,5%,3.73,14514.39
S-100427,2024-11-17, south,Home Goods,,Enterprise,48.0,$66.05,15 %,4.4,2694.84
S-100428,2024-01-11,North,Home Goods,SAM PATEL,Government,80.0,,10%,4.06,0.0
S-100429,2024-10-13,North, furniture,Lena Park,SMB,12.0,$30.17,10%,4.2,325.84
S-100430,2024-02-03,West ,Home Goods,SAM PATEL,Government,111.0,$220.72,0%,3.81,24499.92
S-100431,2024-10-22,North,Industrial,Aisha Karimova,SMB,68.0,$312.61,5%,4.66,20194.61
S-100432,2024-11-26,North,Electronics,SAM PATEL,Retail,28.0,$292.90,0%,4.29,8201.2
S-100433,2024-02-22,North,electronics,Maria Gomez ,Enterprise,65.0,$129.64,10%,4.42,7583.94
S-100434,2024-06-22,North, furniture,Lena Park,SMB,102.0,$140.58,,4.19,14339.16
S-100435,2024-02-19,Central,Home Goods,Lena Park,Retail,21.0,$181.46,20%,4.39,3048.53
S-100436,2024-08-14, south, furniture,Aisha Karimova,Retail,,$255.83,0%,4.35,0.0
S-100437,2025-01-06,,Home Goods,Aisha Karimova,Retail,72.0,$67.29,5%,3.59,4602.64
S-100438,2024-02-02,North, furniture,Aisha Karimova,Government,97.0,$238.88,0%,4.31,
S-100439,2024-06-08,West ,Office Supplies,Maria Gomez ,Government,68.0,$266.47,,4.54,18119.96
S-100440,2025-01-24,EAST,Industrial,Aisha Karimova,SMB,88.0,$215.94,5%,4.74,18052.58
S-100441,2024-04-30, south,Office Supplies,SAM PATEL,Retail,93.0,$284.65,5%,,25148.83
S-100442,2024-02-22,Central,Industrial,Maria Gomez ,SMB,107.0,$259.02,10%,3.57,
S-100443,2024-07-14,,,Lena Park,Government,44.0,$193.96,10%,3.65,7680.82
S-100444,2024-07-22,Central,Industrial,john lee,Government,84.0,$75.42,5%,3.86,6018.52
S-100445,2024-09-22,North,Electronics,Maria Gomez ,retail ,30.0,$251.34,10%,4.2,6786.18
S-100446,2024-05-05, south,Home Goods,Aisha Karimova,Retail,101.0,$158.99,0%,4.03,
S-100447,2025-01-17,West ,Electronics,Lena Park,SMB ,114.0,$190.84,0%,3.48,21755.76
S-100448,2024-07-27, south,Office Supplies,Aisha Karimova,Government,36.0,"1,950",0%,3.48,70200.0
S-100449,2024-04-24,West ,Industrial,Aisha Karimova,Retail,67.0,$360.47,5%,2.95,22943.92
S-100450,2025-01-19,EAST,Home Goods,john lee,Government,98.0,$236.76,,2.38,23202.48
S-100451,2025-01-04,EAST,Office Supplies,Lena Park,Retail,4.0,$287.10,10%,4.03,1033.56
S-100452,2024-07-18,Central,Office Supplies,Aisha Karimova,Retail,84.0,,15 %,5.38,0.0
S-100453,2024-01-10,West ,Home Goods,SAM PATEL,Government,98.0,$260.87,5%,5.09,24287.0
S-100454,2024-08-26,North,Home Goods,SAM PATEL,SMB,104.0,$234.91,15 %,3.56,20766.04
S-100455,2024-08-10,North,Office Supplies,SAM PATEL,SMB,24.0,$344.48,,4.18,8267.52
S-100456,2024-02-29,West ,Industrial,Aisha Karimova,SMB ,91.0,$194.06,5%,3.29,16776.49
S-100457,2024-09-10,EAST, furniture,Aisha Karimova,Government,94.0,$219.46,,3.38,2250196.994806552
S-100458,2024-12-02, south,Electronics,Maria Gomez ,Retail,1.0,$330.00,10%,3.44,297.0
S-100459,2024-02-12,EAST,electronics,john lee,Enterprise,84.0,$232.18,15 %,3.98,16577.65
S-100460,2024-10-16,West ,,SAM PATEL,Government,75.0,$145.75,5%,4.0,10384.69
S-100461,,Central, furniture,john lee,SMB,116.0,$456.89,10%,4.24,47699.32
S-100462,2024-10-26,EAST, furniture,Maria Gomez ,,6.0,$148.32,10%,4.46,800.93
S-100463,2024-06-16, south,Electronics,Aisha Karimova,Enterprise,115.0,$234.50,,3.91,26967.5
S-100464,2024-01-03, south,Industrial,Maria Gomez ,Retail,68.0,$269.47,20%,4.12,14659.17
S-100465,2025-01-21,EAST, furniture,Aisha Karimova,Retail,33.0,$262.75,5%,3.5,8237.21
S-100466,2024-03-07, south,Office Supplies,SAM PATEL,Government,,$223.87,20%,3.36,0.0
S-100467,2024-08-26,EAST,,Aisha Karimova,,92.0,$224.30,20%,3.28,16508.48
S-100468,2024-03-13,West ,Electronics,,Retail,119.0,$220.03,10%,4.46,23565.21
S-100469,2025-01-08,North,electronics,SAM PATEL,Retail,38.0,$145.15,0%,3.91,5515.7
S-100470,2024-10-22,North,Office Supplies,Aisha Karimova,Government,118.0,$422.77,0%,3.07,49886.86
S-100471,2024-11-17,North,Home Goods,Aisha Karimova,Retail,75.0,$221.30,0%,4.07,16597.5
S-100472,2024-06-21,Central, furniture,john lee,Retail,23.0,$290.74,0%,3.41,6687.02
S-100473,2024-07-05,West ,Office Supplies,Aisha Karimova,Government,72.0,$211.55,,5.01,15231.6
S-100474,2024-09-10,North,Electronics,john lee,Government,96.0,$209.85,5%,,19138.32
S-100475,2024-11-09,Central,Home Goods,Lena Park,Government,7.0,$201.29,15 %,4.47,1197.68
S-100476,2024-12-04,EAST,Home Goods,SAM PATEL,Enterprise,,$108.26,10%,4.7,0.0
S-100477,2024-01-08,EAST,Electronics,Aisha Karimova,SMB,1.0,$226.35,10%,3.57,203.72
S-100478,2024-09-22,Central,Office Supplies,Maria Gomez ,SMB ,68.0,$205.40,5%,4.14,13268.84
S-100479,2024-02-13,North,Industrial,john lee,retail ,7.0,$339.58,10%,4.4,2139.35
S-100480,2024-04-25,North,Electronics,,retail ,111.0,$138.28,10%,4.16,13814.17
S-100481,2024-11-27,EAST, furniture,Aisha Karimova,Government,16.0,$190.94,10%,4.3,2749.54
S-100482,03/15/2024,North,electronics,SAM PATEL,Enterprise,9.0,$163.63,5%,3.37,1399.04
S-100483,2024-11-14,West , furniture,Lena Park,Government,31.0,$362.62,15 %,4.4,9555.04
S-100484,2024-07-04,North, furniture,Aisha Karimova,Retail,91.0,$166.10,0%,3.83,15115.1
S-100485,2024-04-03,North,Office Supplies,Aisha Karimova,SMB ,320.0,$287.80,10%,4.29,82886.4
S-100486,2024-05-13,North,Electronics,john lee,Enterprise,30.0,$322.46,5%,4.61,9190.11
S-100487,2024-07-31,EAST,Office Supplies,Lena Park,Enterprise,62.0,$227.58,5%,4.47,13404.46
S-100488,2024-11-02,North,Home Goods,Maria Gomez ,SMB ,93.0,$122.97,15 %,4.29,9720.78
S-100489,2024-08-30,North,electronics,SAM PATEL,SMB,95.0,$124.05,0%,4.45,11784.75
S-100490,2025-01-08,Central,Electronics,Lena Park,Enterprise,19.0,$313.08,20%,4.48,4758.82
S-100491,2024-12-13, south,Industrial,Lena Park,Enterprise,100.0,$132.85,20%,4.92,10628.0
S-100492,2024-10-28, south,Electronics,Maria Gomez ,Government,104.0,$273.32,5%,4.08,27004.02
S-100493,2024-08-29,North,Home Goods,Maria Gomez ,Government,88.0,$249.72,5%,4.19,20876.59
S-100494,2024-04-25, south,Office Supplies,SAM PATEL,Enterprise,63.0,$272.06,0%,4.61,17139.78
S-100495,2024-06-14, south,Home Goods,john lee,Retail,47.0,$280.08,20%,3.83,10531.01
S-100496,2024-02-17,West , furniture,Lena Park,Retail,106.0,$160.64,10%,3.37,15325.06
S-100497,2024-05-29,North,Electronics,Aisha Karimova,SMB ,103.0,$157.08,0%,4.37,16179.24
S-100498,2025-01-05,Central,Office Supplies,Aisha Karimova,,62.0,$300.77,10%,3.99,16782.97
S-100499,2024-06-19,Central,Electronics,Lena Park,,89.0,$186.51,0%,3.44,16599.39
S-100500,2024-02-15,North, furniture,john lee,Retail,48.0,$6.24,10%,4.38,269.57
S-100501,2024-09-17,North,Home Goods,Aisha Karimova,SMB,89.0,$295.14,10%,4.89,23640.71
S-100502,03/15/2024,North,Industrial,Aisha Karimova,Government,11.0,$151.92,0%,3.2,1671.12
S-100503,2024-12-12,West ,Electronics,Maria Gomez ,Government,108.0,$279.71,15 %,4.66,25677.38
S-100504,2024-04-19,North,Industrial,Lena Park,Retail,62.0,$358.39,5%,2.7,21109.17
S-100505,2024/08/03,Central,Home Goods,Aisha Karimova,Enterprise,72.0,"1,950",10%,3.88,126360.0
S-100506,2024-07-31,West ,Industrial,Aisha Karimova,Retail,23.0,$324.64,10%,5.11,6720.05
S-100507,2024-04-09,Central,Home Goods,Maria Gomez ,SMB,63.0,$253.07,,3.92,15943.41
S-100508,2024-04-17,EAST,Home Goods,Lena Park,Retail,1.0,$374.93,10%,4.15,337.44
S-100509,2024-04-04,,Office Supplies,john lee,Retail,106.0,$149.72,20%,4.52,12696.26
S-100510,2025-02-01,North,electronics,Lena Park,Retail,90.0,$239.30,5%,3.16,20460.15
S-100511,2024-10-25, south,Industrial,Lena Park,SMB ,55.0,$297.22,20%,4.14,13077.68
S-100512,2024-12-02, south,Electronics,john lee,Government,100.0,$223.82,5%,4.14,21262.9
S-100513,2024-11-22,Central, furniture,Lena Park,SMB ,97.0,$337.94,15 %,5.12,27863.15
S-100514,2025-01-18,EAST,Electronics,SAM PATEL,SMB,15.0,$203.28,0%,3.42,3049.2
S-100515,2024-02-12,Central,Industrial,Maria Gomez ,SMB,7.0,$415.90,,3.89,2911.3
S-100516,2024-12-18,North,Office Supplies,Maria Gomez ,SMB,31.0,$420.39,,3.59,13032.09
S-100517,2024-01-27,,Home Goods,Lena Park,Enterprise,1.0,$263.98,5%,3.53,250.78
S-100518,2024-07-09,EAST,Industrial,Lena Park,SMB,69.0,,10%,4.72,0.0
S-100519,2024-08-25,EAST,,SAM PATEL,Government,63.0,$341.29,10%,4.11,19351.14
S-100520,2024-05-23,,Electronics,,Government,65.0,$139.09,5%,3.79,8588.81
S-100521,2024-02-28, south,Home Goods,Maria Gomez ,Government,9.0,$128.48,10%,3.82,1040.69
S-100522,2024-03-17, south,Industrial,Lena Park,retail ,110.0,$346.80,15 %,3.79,32425.8
S-100523,2024-11-25,EAST,Electronics,Lena Park,SMB,117.0,$263.29,10%,3.84,27724.44
S-100524,2024-05-07,North,Home Goods,john lee,Retail,71.0,"$1,299.99",0%,3.4,3666834.8682540082
S-100525,2024-05-04, south, furniture,Aisha Karimova,Retail,1.0,$240.95,20%,3.96,192.76
S-100526,2025-01-04,North,electronics,Maria Gomez ,Enterprise,,$37.19,0%,3.9,0.0
S-100527,2024-02-27,North,Office Supplies,Lena Park,SMB,86.0,$223.80,10%,3.68,17322.12
S-100528,2025-01-01,Central, furniture,john lee,Government,90.0,$175.99,0%,4.19,3684469.6270787604
S-100529,2025-01-03,EAST,Electronics,SAM PATEL,Retail,29.0,$318.04,0%,4.23,9223.16
S-100530,2024-08-27, south,Electronics,Aisha Karimova,,,$324.58,0%,3.79,0.0
S-100531,2024-03-07, south,Electronics,john lee,,116.0,$289.02,5%,4.02,31850.0
S-100532,2024-03-03,EAST,electronics,SAM PATEL,SMB,61.0,"$1,299.99",10%,5.29,71369.45
S-100533,2024-04-23,West , furniture,Aisha Karimova,Government,46.0,"1,950",10%,5.27,80730.0
S-100534,2024-08-18,Central, furniture,Lena Park,retail ,63.0,$290.20,10%,3.52,16454.34
S-100535,2024-03-02,Central,Home Goods,Aisha Karimova,Government,4.0,$293.50,10%,3.6,1056.6
S-100536,2024-07-01, south,Home Goods,Lena Park,Government,63.0,$345.84,0%,3.52,21787.92
S-100537,2024-02-16, south,Office Supplies,john lee,Government,,$420.05,0%,4.68,0.0
S-100538,2024-08-04,EAST,Industrial,,Government,5.0,$96.13,10%,3.88,432.58
